# Of Incr,Address,Adj Est.Amt#1,Adj Est.Amt#2,Adj Est.Date#1,Adj Est.Date#2,Application #,Approval Ext. Date,Approved Date,Auto Fire Detection,City,Client's Notes,Climate Zone,Closed Date,Complete Submittal Received Date,Construction Change Document Amt,Contracted Amt,EPR Approved Date,Energy Efficiency,Energy Notes,Estimated Amt,File #,HPI,HPI Hours,HPI Points,Included In Plan,OPSC #,Office ID,PTN #,Project Class,Project Name,Project Scope,Project Type,Project's Sq.footage,Received Date,Required,Required review services,SB 575,Special Type,Special review type,Sprinkler System,Zip,adjamt1,adjamt2,adjdate1,adjdate2,app,app_id,appextdate,client_id,comprecvdate,county_id,district_code,district_name,dsa_app_id,enotes,finalprojectcost,mode,new,notes,origin_id,project_name,ptn,sq,table_0_address,table_0_project_name,table_0_project_scope,url
0,7200 Fair Oaks Blvd,,,,,106091,,12/8/2004,,Carmichael,final recommendation and entire scope constructed  GF 3/10/2005Norm Dietrich P.I. for Oakview El.Bob Benson P.I. for Legette El.& Northridge El.,,6/11/2008,,"$74,544.00","$903,418.00",,,,"$1,225,750.00",34-69,,,,,,02,67447-75,Class 3,Various Sites (san Juan Usd),"Construction of one 24x40 reloc. c.r bldg at Legette elem. Relocation of (4 Reloc. CR bldgs. @ Legette, 3 Reloc. bldgs.@Northridge & 3 Reloc. Cr bldgs@ Oakview)",School (K-12),,3/10/2004,,,,NA,,,95608,,,,,,106091,,34-69,,34,34-69,San Juan Unified School District,02  106091,,"$977,962.00",,,final recommendation and entire scope constructed  GF 3/10/2005Norm Dietrich P.I. for Oakview El.Bob Benson P.I. for Legette El.& Northridge El.,02,Various Sites (san Juan Usd),67447-75,,7200 Fair Oaks Blvd,Various Sites (san Juan Usd),"Construction of one 24x40 reloc. c.r bldg at Legette elem. Relocation of (4 Reloc. CR bldgs. @ Legette, 3 Reloc. bldgs.@Northridge & 3 Reloc. Cr bldgs@ Oakview)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=106091
0,7200 Fair Oaks Blvd,,,,,106093,,12/7/2004,,Carmichael,Re-examine fee PAID 6/18/2007.   RH   final recommendation and entire scope constructed  GF 1/12/2005,,7/17/2007,,"$25,870.00","$299,902.00",,,,"$215,755.00",34-69,,,,,,02,67447-77,Class 3,Various Sites (san Juan Usd),"Relocation of Relo. CR. bldg.: one 24x40 at Greer Elem., one 24x40 at Mariposa Elem. and electrical upgrades at both sites",School (K-12),,3/10/2004,,,,NA,,,95608,,,,,,106093,,34-69,,34,34-69,San Juan Unified School District,02  106093,,"$325,772.00",,,Re-examine fee PAID 6/18/2007.   RH   final recommendation and entire scope constructed  GF 1/12/2005,02,Various Sites (san Juan Usd),67447-77,,7200 Fair Oaks Blvd,Various Sites (san Juan Usd),"Relocation of Relo. CR. bldg.: one 24x40 at Greer Elem., one 24x40 at Mariposa Elem. and electrical upgrades at both sites",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=106093
0,3738 Walnut Ave,,,,,106155,,7/13/2004,,Carmichael,Received submittal on 4/2/04 without PTN. Received PTN on 4/7/04. DBFinal recommendation and entire scope constructed GF 5/24/2006...CLOSED WITH CERTIFICATION #1 7/21/06 (NED),,7/21/2006,,"$13,183.50","$979,387.50",,,,"$600,000.00",34-69,,,,,,02,67447-84,Class 3,Various Sites (san Juan Usd),Alteration to 4 CR bldgs @ Arden M.S. & 2 CR bldgs @ Sylan M.S.,School (K-12),,4/7/2004,,,,NA,,,95608,,,,,,106155,,34-69,,34,34-69,San Juan Unified School District,02  106155,,"$992,571.00",,,Received submittal on 4/2/04 without PTN. Received PTN on 4/7/04. DBFinal recommendation and entire scope constructed GF 5/24/2006...CLOSED WITH CERTIFICATION #1 7/21/06 (NED),02,Various Sites (san Juan Usd),67447-84,,3738 Walnut Ave,Various Sites (san Juan Usd),Alteration to 4 CR bldgs @ Arden M.S. & 2 CR bldgs @ Sylan M.S.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=106155
0,3738 Walnut Avenue,,,,,101863,,7/14/2000,,Carmichael,"**Re-exam Fee for $500.00 paid on 7/12/13(ch)**
KINGSWOOD ELEM, PASTEUR MIDDLE, RALPH RICHARDSON CENTER, JOHN BARRETT MIDDLE, CHARLES PECK, RIO AMERICANA HIGH, BELLA VISTA HIGH, COTTAGE ELEMClosed #3 on 5/30/03 -nd",0,7/12/2013 2:06:35 PM,,$0.00,"$435,000.00",,,,"$2,188,824.00",34-69/H8,,,,,,02,N/A,Class 1,"Various, San Juan Unified","Construction of CONSTRUCTION OF (1)-CR BLDG. @ KINGSWOOD ELEM., 5 CR BLDGS. @ BARRETT MIDDLE, P.E. CR BLGD. @ PASTEUR MIDDLE, AND 2 CR BLDGS. @ RIO AMERICANO HIGH (RELOCATABLES)",School (K-12),,1/13/2000,,,,NA,,,95609-0477,$0.00,$0.00,,,,101863,,34-69,,34,34-69,San Juan Unified School District,02  101863,,"$435,000.00",0,0,"**Re-exam Fee for $500.00 paid on 7/12/13(ch)**
KINGSWOOD ELEM, PASTEUR MIDDLE, RALPH RICHARDSON CENTER, JOHN BARRETT MIDDLE, CHARLES PECK, RIO AMERICANA HIGH, BELLA VISTA HIGH, COTTAGE ELEMClosed #3 on 5/30/03 -nd",02,"Various, San Juan Unified",N/A,0,3738 Walnut Avenue,"Various, San Juan Unified","Construction of CONSTRUCTION OF (1)-CR BLDG. @ KINGSWOOD ELEM., 5 CR BLDGS. @ BARRETT MIDDLE, P.E. CR BLGD. @ PASTEUR MIDDLE, AND 2 CR BLDGS. @ RIO AMERICANO HIGH (RELOCATABLES)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101863
0,4248 Whitney Ave,,,,,103635,,3/7/2002,,Sacramento,final recommendation and entire scope constructed  GF 2/11/2004,,12/6/2004,,"$34,330.00","$422,305.00",,,,"$224,000.00",34-69,,,,,,02,,N/A,Whitney Avenue Elem (san Juan Usd),Construction of ALTERATIONS TO MULTI-PURPOSE BLDG,School (K-12),,9/6/2001,,,,NA,,,95821,,,,,,103635,,34-69,,34,34-69,San Juan Unified School District,02  103635,,"$456,635.00",,,final recommendation and entire scope constructed  GF 2/11/2004,02,Whitney Avenue Elem (san Juan Usd),,,4248 Whitney Ave,Whitney Avenue Elem (san Juan Usd),Construction of ALTERATIONS TO MULTI-PURPOSE BLDG,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=103635
0,4248 Whitney Ave.,,,,,123213,,4/8/2025,,Sacramento,"payment of $8,942.75 received 3/19/2025 MC",0,,,$0.00,"$832,000.00",,,,"$585,000.00",34-69,,,,,,02,67447-682,Class 3,Whitney Avenue Elementary School ( San Juan Unified School District),Relocation of 2-Classroom Buildings (Relocatable),School (K-12),,3/25/2025,,,,NA,,,95821,$0.00,$0.00,,,,123213,,34-69,,34,34-69,San Juan Unified School District,02  123213,,$0.00,0,0,"payment of $8,942.75 received 3/19/2025 MC",02,Whitney Avenue Elementary School ( San Juan Unified School District),67447-682,0,4248 Whitney Ave.,Whitney Avenue Elementary School ( San Juan Unified School District),Relocation of 2-Classroom Buildings (Relocatable),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123213
0,4248 Whitney Avenue,,,,,123115,,2/12/2025,,Sacramento,2/10/25 check#98917966 paid for $2520.00. (IA),0,,,$0.00,"$404,500.00",,,,"$315,000.00",34-69,,,,,,02,67447-673,Class 3,Whitney Avenue Elementary School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,School (K-12),,2/11/2025,,,,NA,,,95821,$0.00,$0.00,,,,123115,,34-69,,34,34-69,San Juan Unified School District,02  123115,,$0.00,0,0,2/10/25 check#98917966 paid for $2520.00. (IA),02,Whitney Avenue Elementary School (san Juan Unified School District),67447-673,0,4248 Whitney Avenue,Whitney Avenue Elementary School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=123115
0,4248 Whitney Avenue,,,,,112325,,5/16/2012,,Sacramento,Chris Flatt picked up plans & specs. on 5/16/12 (cs);,0,5/2/2014 5:27:04 PM,,$0.00,"$234,123.00",,,,"$200,000.00",34-69,,,,,,02,67447-382,Class 3,Whitney Avenue Elementary School (san Juan Unified School District),Alterations to 2-Toilet Buildings,School (K-12),,1/5/2012,,,,NA,,,95821,,,,,,112325,,34-69,,34,34-69,San Juan Unified School District,02  112325,,"$234,123.00",0,0,Chris Flatt picked up plans & specs. on 5/16/12 (cs);,02,Whitney Avenue Elementary School (san Juan Unified School District),67447-382,0,4248 Whitney Avenue,Whitney Avenue Elementary School (san Juan Unified School District),Alterations to 2-Toilet Buildings,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112325
0,4848 Cottage Way,,,,,101158,,5/19/1999,,Carmichael,"first cont. $396,000.00
scnd cont. $51,480.00
ENTIRE SCOPE CONSTRUCTED  GF 9/20/99
CLOSED #3-4/19/2000  -   RECLOSED #1",,8/19/2000,,"$21,963.00","$447,480.00",,,,"$300,000.00",34-69,,,,,,02,,Class 1,Whitney Elementary School,"ALTS. TO THREE CLSRM. BLDGS., MULTIPURPOSE BLDG. AND TOILET BLDG.",School (K-12),,4/16/1999,,,,NA,,,95608,,,,,,101158,,34-69,,34,34-69,San Juan Unified School District,02  101158,,"$469,443.00",,,"first cont. $396,000.00
scnd cont. $51,480.00
ENTIRE SCOPE CONSTRUCTED  GF 9/20/99
CLOSED #3-4/19/2000  -   RECLOSED #1",02,Whitney Elementary School,,,4848 Cottage Way,Whitney Elementary School,"ALTS. TO THREE CLSRM. BLDGS., MULTIPURPOSE BLDG. AND TOILET BLDG.",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=101158
0,4248 Whitney Avenue,,,,,110375,,3/23/2009,,Sacramento,,,7/6/2010 8:35:51 AM,,"($6,912.00)","$206,539.00",,,,"$185,000.00",34-69,,,,,,02,67447-250,Class 3,Whitney Elementary School (san Juan Unified School District),Alteration to 11-Fire Alarm upgrade and low voltage,School (K-12),,11/12/2008,,,,NA,,,95821,,,,,,110375,,34-69,,34,34-69,San Juan Unified School District,02  110375,,"$199,627.00",,,,02,Whitney Elementary School (san Juan Unified School District),67447-250,,4248 Whitney Avenue,Whitney Elementary School (san Juan Unified School District),Alteration to 11-Fire Alarm upgrade and low voltage,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=110375
0,4248 Whitney Avenue,,,,,111161,,3/11/2010,,Sacramento,,,,,"$669,498.00","$34,850.00",,,,"$578,670.00",34,,,,,,02,67447-308,N/A,Whitney Elementary School (san Juan Unified School District),Alterations to 1-Parking Lot re-suface,Access Compliance Only - NOT K-14,,1/11/2010,,,,NA,,,95821,,,,,,111161,,34-69,,34,34-69,San Juan Unified School District,02  111161,,$0.00,,,,02,Whitney Elementary School (san Juan Unified School District),67447-308,,4248 Whitney Avenue,Whitney Elementary School (san Juan Unified School District),Alterations to 1-Parking Lot re-suface,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111161
0,4924 Dewey Dr.,,,,,109024,,,,Fair Oaks,ACS fees recv'd 6/28/07,,,,$0.00,"$20,000.00",,,,"$20,000.00",34-69,,,,,,02,67447-198,Class 3,Will Rogers M.s. (san Juan Unified Sd),Construction of 1-Solar Demonstration Building,School (K-12),,6/22/2007,,,,NA,,,,,,,,,109024,,34-69,,34,34-69,San Juan Unified School District,02  109024,,$0.00,,,ACS fees recv'd 6/28/07,02,Will Rogers M.s. (san Juan Unified Sd),67447-198,,4924 Dewey Dr.,Will Rogers M.s. (san Juan Unified Sd),Construction of 1-Solar Demonstration Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=109024
0,4924 Dewey Dr,,,,,108335,,3/20/2007,,Sacramento,Electronic Plan Review.,,2/18/2009,,"($11,494.00)","$314,591.00",,,,"$325,000.00",34-69,,,,,,02,67447-170,Class 3,Will Rogers M.s. (san Juan Unified Sd),Alteration to Entire Campus Fire alarm,School (K-12),,8/2/2006,,,,NA,,,95628,,,,,,108335,,34-69,,34,34-69,San Juan Unified School District,02  108335,,"$303,097.00",,,Electronic Plan Review.,02,Will Rogers M.s. (san Juan Unified Sd),67447-170,,4924 Dewey Dr,Will Rogers M.s. (san Juan Unified Sd),Alteration to Entire Campus Fire alarm,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=108335
0,4924 Dewey Drive,,,,,100268,,12/23/1998,,Fair Oaks,Entire scope constructed   GF  1/14/2001,,1/8/2003,,"$316,694.00","$2,560,964.00",,,,"$2,603,090.00",34-69,,,,,,02,,N/A,Will Rogers Middle School,ALTS. TO CLSRM. BLDG. AND MULTIPURPOSE BLDG.,School (K-12),,3/25/1998,,,,NA,,,,,,,,,100268,,34-69,,34,34-69,San Juan Unified School District,02  100268,,"$2,877,658.00",,,Entire scope constructed   GF  1/14/2001,02,Will Rogers Middle School,,,4924 Dewey Drive,Will Rogers Middle School,ALTS. TO CLSRM. BLDG. AND MULTIPURPOSE BLDG.,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=100268
0,4924 Dewey Drive,,,,,111591,,9/14/2010,,Fair Oaks,,0,9/28/2011 1:26:46 PM,,$0.00,"$31,950.00",,,,"$30,000.00",34-69,,,,,,02,67447-341,Class 3,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Shade Structure,School (K-12),,9/14/2010,,,,NA,,,95628,,,,,,111591,,34-69,,34,34-69,San Juan Unified School District,02  111591,,"$31,950.00",0,0,,02,Will Rogers Middle School (san Juan Unified School District),67447-341,0,4924 Dewey Drive,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Shade Structure,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111591
0,4924 Dewey Drive,,,,,112366,,2/6/2012,,Fair Oaks,"*Invoice # 5375 for 275.01 paid 8-20-12 (scd)
Patty Karapinar picked up plans on 2/6/12. Company: Anova Nexus (cs);",0,10/17/2012 12:25:01 PM,,$0.00,"$37,777.00",,,,"$20,000.00",34-69,,,,,,02,67447-386,Class 3,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Solar Panel Post (Stand-alone Photovoltaic Array),School (K-12),,2/6/2012,,,,NA,,,95628,$0.00,$0.00,,,,112366,,34-69,,34,34-69,San Juan Unified School District,02  112366,,"$37,777.00",0,0,"*Invoice # 5375 for 275.01 paid 8-20-12 (scd)
Patty Karapinar picked up plans on 2/6/12. Company: Anova Nexus (cs);",02,Will Rogers Middle School (san Juan Unified School District),67447-386,0,4924 Dewey Drive,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Solar Panel Post (Stand-alone Photovoltaic Array),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112366
0,4924 Dewey Drive,,,,,121976,,11/29/2023,,Fair Oaks,11/14/2023 check#98901253 for $3120.00 paid for fee. (IA),0,4/8/2025 10:18:13 AM,,$0.00,"$505,000.00",,,,"$390,000.00",34-69,,,,,,02,67447-648,Class 3,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,School (K-12),,11/20/2023,,,,NA,,,95628,$0.00,$0.00,,,,121976,,34-69,,34,34-69,San Juan Unified School District,02  121976,,$0.00,0,0,11/14/2023 check#98901253 for $3120.00 paid for fee. (IA),02,Will Rogers Middle School (san Juan Unified School District),67447-648,0,4924 Dewey Drive,Will Rogers Middle School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121976
0,4924 Dewey Drive,,,,,110534,,5/1/2009,,Fair Oaks,,,,,"$1,334.44","$35,534.44",,,,"$30,000.00",34-69,,,,,N/A,02,6744-260,N/A,Will Rogers Middle School Campus Wide Signage 2008,Alterations to 11-Room Identification Signage,Access Compliance Only - NOT K-14,,1/23/2009,,,,NA,,,95628,,,,,,110534,,34-69,,34,34-69,San Juan Unified School District,02  110534,,$0.00,,,,02,Will Rogers Middle School Campus Wide Signage 2008,6744-260,,4924 Dewey Drive,Will Rogers Middle School Campus Wide Signage 2008,Alterations to 11-Room Identification Signage,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=110534
2,4924 Dewey Dr,,,,,111285,,3/16/2010,,Fair Oaks,,,12/14/2011 3:47:33 PM,,"$11,096.00","$1,198,000.00",,,,"$1,600,000.00",34-69,,,,,,02,67447-315,Class 3 & RBIP,Will Rogers Ms Weight Rm (san Juan Usd),Construction of 1-Sitework,School (K-12),,3/16/2010,,,,NA,,,95628,,,,,,111285,,34-69,,34,34-69,San Juan Unified School District,02  111285,,"$1,209,096.00",,,,02,Will Rogers Ms Weight Rm (san Juan Usd),67447-315,,4924 Dewey Dr,Will Rogers Ms Weight Rm (san Juan Usd),Construction of 1-Sitework,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111285
2,4924 Dewey Drive,,,,,111832,,3/10/2011,,Fair Oaks,"**Invoice #5087 for $1,901.01 paid on 08/31/2011 (aom)**",0,8/15/2012 1:23:36 PM,,"($2,529.00)","$589,000.00",,,,"$400,000.00",34-69,,,,,,02,67447-363,Class 4 & RBIP,Will Rogers Weight Room (san Juan Usd),"Construction of 1-Site Improvements / Paving / Utilities, 1-Classroom Building  (Relocatable)",School (K-12),,3/10/2011,,,,NA,,,95628,$0.00,$0.00,,,,111832,,34-69,,34,34-69,San Juan Unified School District,02  111832,,"$586,471.00",0,0,"**Invoice #5087 for $1,901.01 paid on 08/31/2011 (aom)**",02,Will Rogers Weight Room (san Juan Usd),67447-363,0,4924 Dewey Drive,Will Rogers Weight Room (san Juan Usd),"Construction of 1-Site Improvements / Paving / Utilities, 1-Classroom Building  (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111832
2,4900 Whitney Ave.,,,,,113760,,6/23/2014,,Carmichael,8/5/2014 Inc. 2 Incomplete Notice Issued IA/EE.,0,10/26/2016 9:49:22 AM,,"$402,677.00","$7,036,161.00",,,,"$6,750,000.00",34-69,,,,,,02,67447-447,Class 2,Winston Churchill Middle (san Juan Unified School District),"Construction of 1-Site Improvement (Bldg pads for 4-new Bldgs), 2-Classroom Buildings, 1-Classroom / Media Building, 1-Classroom / Toilet Building, 3-Covered Walkways",School (K-12),,6/23/2014,,,,NA,,,95608,$0.00,$0.00,,,,113760,,34-69,8/11/2014,34,34-69,San Juan Unified School District,02  113760,,"$7,438,838.00",0,0,8/5/2014 Inc. 2 Incomplete Notice Issued IA/EE.,02,Winston Churchill Middle (san Juan Unified School District),67447-447,0,4900 Whitney Ave.,Winston Churchill Middle (san Juan Unified School District),"Construction of 1-Site Improvement (Bldg pads for 4-new Bldgs), 2-Classroom Buildings, 1-Classroom / Media Building, 1-Classroom / Toilet Building, 3-Covered Walkways",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113760
0,4900 Whitney Ave.,,,,,113592,,4/21/2014,,Carmichael,,0,1/6/2015 9:42:07 AM,,"$587,180.31",$0.00,,,,"$125,000.00",34-69,,,,,,02,67447-445,Class 3,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Multi-purpose Building; Relocation of 1-Toilet Building (Relocatable), 10-Classroom Buildings (Relocatable)",School (K-12),,4/15/2014,,,,NA,,,95608,$0.00,$0.00,,,,113592,,34-69,,34,34-69,San Juan Unified School District,02  113592,,"$587,180.31",0,0,,02,Winston Churchill Middle School (san Juan Unified School District),67447-445,0,4900 Whitney Ave.,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Multi-purpose Building; Relocation of 1-Toilet Building (Relocatable), 10-Classroom Buildings (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=113592
0,4900 Whitney Ave.,,,,,112887,,4/30/2013,,Carmichael,"Invoice #6788 for $652.99 paid 4/1/14(ch)**
Form DSA-104 submitted, amount of $652.99 to be paid.(SY)",0,,,$0.00,"$1,020,853.00",,,,"$694,359.00",34-69,,,,,,02,67447-401,Class 3,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Parking Lot, 1-Sitework",Access Compliance Only - NOT K-14,,3/6/2013,,,,NA,,,95608,$0.00,$0.00,,,,112887,,34-69,,34,34-69,San Juan Unified School District,02  112887,,"$1,020,853.00",0,0,"Invoice #6788 for $652.99 paid 4/1/14(ch)**
Form DSA-104 submitted, amount of $652.99 to be paid.(SY)",02,Winston Churchill Middle School (san Juan Unified School District),67447-401,0,4900 Whitney Ave.,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Parking Lot, 1-Sitework",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=112887
0,4900 Whitney Avenue,,,,,111486,,8/25/2010,,Carmichael,***Invoice #5407 for $696.88 paid on 06/04/2012 (aom)***,0,6/5/2012 2:29:24 PM,,"($5,299.00)","$398,500.00",,,,"$329,850.00",34-69,,,,,,02,67447-328,Class 3,Winston Churchill Middle School (san Juan Unified School District),Alterations to 5-Classroom Buildings (Toilet Room Upgrades),School (K-12),,6/22/2010,,,,NA,,,95608,$0.00,$0.00,,,,111486,,34-69,,34,34-69,San Juan Unified School District,02  111486,,"$393,201.00",0,0,***Invoice #5407 for $696.88 paid on 06/04/2012 (aom)***,02,Winston Churchill Middle School (san Juan Unified School District),67447-328,0,4900 Whitney Avenue,Winston Churchill Middle School (san Juan Unified School District),Alterations to 5-Classroom Buildings (Toilet Room Upgrades),https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111486
0,4900 Whitney Avenue,,,,,111604,,4/12/2011,,Carmichael,"Received by front desk 9/13/10, Received by me 9/21/10 (KU)",0,4/2/2014 12:28:58 PM,,"$9,947.00","$269,627.00",,,,"$300,000.00",34-69,,,,,,02,67447-323,Class 3,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Administration Building / Classroom Building / Library Building, 1-Multi-purpose Building / Classroom Building, 5-Classroom Buildings",School (K-12),,9/13/2010,,,,NA,,,95608,$0.00,$0.00,,,,111604,,34-69,,34,34-69,San Juan Unified School District,02  111604,,"$279,574.00",0,0,"Received by front desk 9/13/10, Received by me 9/21/10 (KU)",02,Winston Churchill Middle School (san Juan Unified School District),67447-323,0,4900 Whitney Avenue,Winston Churchill Middle School (san Juan Unified School District),"Alterations to 1-Administration Building / Classroom Building / Library Building, 1-Multi-purpose Building / Classroom Building, 5-Classroom Buildings",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=111604
0,4900 Whitney Avenue,,,,,121975,,11/29/2023,,Carmichael,11/14/2023 check#98901254 for $4275.00 paid for fee. (IA),0,3/12/2025 8:05:19 AM,,$0.00,"$557,000.00",,,,"$550,000.00",34-69,,,,,,02,67447-646,Class 3,Winston Churchill Middle School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,School (K-12),,11/20/2023,,,,NA,,,95608,$0.00,$0.00,,,,121975,,34-69,,34,34-69,San Juan Unified School District,02  121975,,$0.00,0,0,11/14/2023 check#98901254 for $4275.00 paid for fee. (IA),02,Winston Churchill Middle School (san Juan Unified School District),67447-646,0,4900 Whitney Avenue,Winston Churchill Middle School (san Juan Unified School District),Construction of 1-Site Improvement - Fencing and Gates,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=121975
0,900 Morse Ave.,,,,,116018,,11/1/2017,,Sacramento,,0,8/27/2018 7:45:06 AM,,"$1,769.49","$57,777.00",,,,"$50,000.00",34-69,,,,,,02,67447-526,Class 3,Winterstein - Stage Av (san Juan Unified School District),Alterations to 1-Multi-purpose Building,School (K-12),,7/3/2017,,,,NA,,,95621,$0.00,$0.00,,,,116018,,34-69,,34,34-69,San Juan Unified School District,02  116018,,"$62,046.49",0,0,,02,Winterstein - Stage Av (san Juan Unified School District),67447-526,0,900 Morse Ave.,Winterstein - Stage Av (san Juan Unified School District),Alterations to 1-Multi-purpose Building,https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=116018
2,900 Morse Avenue,,,,,117128,,1/30/2019,,Sacramento,Documents for Inc 2 ready for intake 3/5/19 mf; DSA 1-REG for Inc. 2 received 1/10/19 for submittal date 3/1/19 (AR),0,8/9/2021 12:06:52 PM,,"$1,299,787.00","$7,995,490.00",,,,"$8,500,000.00",34-69,,,,,,02,67447-567,Class 3,Winterstein Elementary School (san Juan Unified School District),"Alterations to 1-Administration Building, 1-Multi-purpose Building, 4-Classroom Buildings, 1-Multi-purpose Building, 4-Classroom Buildings, 1-Administration Building, 12-Classroom Buildings (Relocatable)",School (K-12),,11/5/2018,,,,NA,,,95864,$0.00,$0.00,,,,117128,,34-69,,34,34-69,San Juan Unified School District,02  117128,,"$9,295,277.00",0,0,Documents for Inc 2 ready for intake 3/5/19 mf; DSA 1-REG for Inc. 2 received 1/10/19 for submittal date 3/1/19 (AR),02,Winterstein Elementary School (san Juan Unified School District),67447-567,0,900 Morse Avenue,Winterstein Elementary School (san Juan Unified School District),"Alterations to 1-Administration Building, 1-Multi-purpose Building, 4-Classroom Buildings, 1-Multi-purpose Building, 4-Classroom Buildings, 1-Administration Building, 12-Classroom Buildings (Relocatable)",https://www.apps2.dgs.ca.gov/dsa/tracker/ApplicationSummary.aspx?OriginId=02&AppId=117128
